date,region,disease,cases,deaths,recovered,population
2024-09-13,Maharashtra,COVID-19,245,3,214,48178783
2024-09-13,Karnataka,Dengue,247,5,212,75146055
2024-09-13,Karnataka,Malaria,188,4,171,75146055
2024-09-13,Karnataka,Cholera,104,2,84,75146055
2024-09-13,Karnataka,Influenza,100,4,93,75146055
2024-09-13,Karnataka,COVID-19,100,1,83,75146055
2024-09-13,Delhi,Dengue,81,2,68,190454572
2024-09-13,Delhi,Malaria,476,10,449,190454572
2024-09-13,Delhi,Cholera,206,7,173,190454572
2024-09-13,Delhi,Influenza,52,2,45,190454572
2024-09-13,Delhi,COVID-19,99,1,81,190454572
2024-09-13,Tamil Nadu,Dengue,467,9,396,144342168
2024-09-13,Tamil Nadu,Malaria,174,7,158,144342168
2024-09-13,Tamil Nadu,Cholera,106,4,86,144342168
2024-09-13,Tamil Nadu,Influenza,83,3,76,144342168
2024-09-13,Tamil Nadu,COVID-19,424,10,366,144342168
2024-09-13,Kerala,Dengue,143,4,124,75434667
2024-09-13,Kerala,Malaria,540,25,467,75434667
2024-09-13,Kerala,Cholera,111,2,100,75434667
2024-09-13,Kerala,Influenza,62,2,54,75434667
2024-09-13,Kerala,COVID-19,228,9,211,75434667
2024-09-13,Gujarat,Dengue,186,9,158,130694813
2024-09-13,Gujarat,Malaria,105,1,91,130694813
2024-09-13,Gujarat,Cholera,60,0,53,130694813
2024-09-13,Gujarat,Influenza,50,1,43,130694813
2024-09-13,Gujarat,COVID-19,325,11,260,130694813
2024-09-13,Uttar Pradesh,Dengue,65,2,58,160920780
2024-09-13,Uttar Pradesh,Malaria,550,26,472,160920780
2024-09-13,Uttar Pradesh,Cholera,173,5,151,160920780
2024-09-13,Uttar Pradesh,Influenza,11,0,9,160920780
2024-09-13,Uttar Pradesh,COVID-19,35,1,28,160920780
2024-09-13,West Bengal,Dengue,94,2,82,55113461
2024-09-13,West Bengal,Malaria,311,12,262,55113461
2024-09-13,West Bengal,Cholera,229,7,195,55113461
2024-09-13,West Bengal,Influenza,11,0,10,55113461
2024-09-13,West Bengal,COVID-19,269,12,227,55113461
2024-09-13,Rajasthan,Dengue,88,1,71,147343720
2024-09-13,Rajasthan,Malaria,363,5,322,147343720
2024-09-13,Rajasthan,Cholera,237,7,209,147343720
2024-09-13,Rajasthan,Influenza,85,4,74,147343720
2024-09-13,Rajasthan,COVID-19,88,3,75,147343720
2024-09-13,Telangana,Dengue,60,2,54,196174692
2024-09-13,Telangana,Malaria,443,6,354,196174692
2024-09-13,Telangana,Cholera,205,3,166,196174692
2024-09-13,Telangana,Influenza,79,1,65,196174692
2024-09-13,Telangana,COVID-19,11,0,9,196174692
2024-09-20,Maharashtra,Dengue,266,11,223,57128870
2024-09-20,Maharashtra,Malaria,135,6,121,57128870
2024-09-20,Maharashtra,Cholera,231,9,208,57128870
2024-09-20,Maharashtra,Influenza,52,1,44,57128870
2024-09-20,Maharashtra,COVID-19,155,6,130,57128870
2024-09-20,Karnataka,Dengue,560,25,529,161603939
2024-09-20,Karnataka,Malaria,119,2,100,161603939
2024-09-20,Karnataka,Cholera,123,4,115,161603939
2024-09-20,Karnataka,Influenza,84,1,76,161603939
2024-09-20,Karnataka,COVID-19,91,4,82,161603939
2024-09-20,Delhi,Dengue,76,2,62,38439407
2024-09-20,Delhi,Malaria,94,2,84,38439407
2024-09-20,Delhi,Cholera,227,2,186,38439407
2024-09-20,Delhi,Influenza,69,3,58,38439407
2024-09-20,Delhi,COVID-19,27,0,22,38439407
2024-09-20,Tamil Nadu,Dengue,515,25,457,144689833
2024-09-20,Tamil Nadu,Malaria,193,5,174,144689833
2024-09-20,Tamil Nadu,Cholera,221,4,197,144689833
2024-09-20,Tamil Nadu,Influenza,25,1,21,144689833
2024-09-20,Tamil Nadu,COVID-19,226,2,183,144689833
2024-09-20,Kerala,Dengue,50,2,43,95717976
2024-09-20,Kerala,Malaria,266,7,234,95717976
2024-09-20,Kerala,Cholera,121,4,114,95717976
2024-09-20,Kerala,Influenza,69,0,64,95717976
2024-09-20,Kerala,COVID-19,83,2,76,95717976
2024-09-20,Gujarat,Dengue,62,2,54,111961217
2024-09-20,Gujarat,Malaria,396,15,346,111961217
2024-09-20,Gujarat,Cholera,112,5,92,111961217
2024-09-20,Gujarat,Influenza,57,2,46,111961217
2024-09-20,Gujarat,COVID-19,187,8,172,111961217
2024-09-20,Uttar Pradesh,Dengue,283,6,231,75500114
2024-09-20,Uttar Pradesh,Malaria,156,5,125,75500114
2024-09-20,Uttar Pradesh,Cholera,59,0,51,75500114
2024-09-20,Uttar Pradesh,Influenza,96,3,78,75500114
2024-09-20,Uttar Pradesh,COVID-19,248,9,215,75500114
2024-09-20,West Bengal,Dengue,41,1,38,71074485
2024-09-20,West Bengal,Malaria,213,8,188,71074485
2024-09-20,West Bengal,Cholera,115,4,102,71074485
2024-09-20,West Bengal,Influenza,51,0,47,71074485
2024-09-20,West Bengal,COVID-19,392,18,354,71074485
2024-09-20,Rajasthan,Dengue,350,16,292,177847147
2024-09-20,Rajasthan,Malaria,439,13,357,177847147
2024-09-20,Rajasthan,Cholera,155,2,146,177847147
2024-09-20,Rajasthan,Influenza,61,0,57,177847147
2024-09-20,Rajasthan,COVID-19,214,9,174,177847147
2024-09-20,Telangana,Dengue,48,1,40,125709457
2024-09-20,Telangana,Malaria,65,2,52,125709457
2024-09-20,Telangana,Cholera,247,7,224,125709457
2024-09-20,Telangana,Influenza,47,1,37,125709457
2024-09-20,Telangana,COVID-19,160,6,132,125709457
2024-09-27,Maharashtra,Dengue,332,6,283,72806398
2024-09-27,Maharashtra,Malaria,92,4,84,72806398
2024-09-27,Maharashtra,Cholera,123,5,107,72806398
2024-09-27,Maharashtra,Influenza,100,4,83,72806398
2024-09-27,Maharashtra,COVID-19,129,1,119,72806398
2024-09-27,Karnataka,Dengue,615,20,580,109346501
2024-09-27,Karnataka,Malaria,211,8,179,109346501
2024-09-27,Karnataka,Cholera,92,1,75,109346501
2024-09-27,Karnataka,Influenza,73,1,64,109346501
2024-09-27,Karnataka,COVID-19,270,8,252,109346501
2024-09-27,Delhi,Dengue,327,7,297,154763637
2024-09-27,Delhi,Malaria,205,5,164,154763637
2024-09-27,Delhi,Cholera,255,11,227,154763637
2024-09-27,Delhi,Influenza,92,2,82,154763637
2024-09-27,Delhi,COVID-19,13,0,11,154763637
2024-09-27,Tamil Nadu,Dengue,255,6,232,184632767
2024-09-27,Tamil Nadu,Malaria,275,4,241,184632767
2024-09-27,Tamil Nadu,Cholera,118,5,111,184632767
2024-09-27,Tamil Nadu,Influenza,19,0,16,184632767
2024-09-27,Tamil Nadu,COVID-19,168,5,158,184632767
2024-09-27,Kerala,Dengue,317,11,286,64816731
2024-09-27,Kerala,Malaria,327,11,269,64816731
2024-09-27,Kerala,Cholera,113,1,92,64816731
2024-09-27,Kerala,Influenza,79,1,64,64816731
2024-09-27,Kerala,COVID-19,165,2,134,64816731
2024-09-27,Gujarat,Dengue,128,5,117,85339542
2024-09-27,Gujarat,Malaria,423,10,371,85339542
2024-09-27,Gujarat,Cholera,280,3,236,85339542
2024-09-27,Gujarat,Influenza,35,1,31,85339542
2024-09-27,Gujarat,COVID-19,290,9,241,85339542
2024-09-27,Uttar Pradesh,Dengue,100,3,89,35470642
2024-09-27,Uttar Pradesh,Malaria,533,23,458,35470642
2024-09-27,Uttar Pradesh,Cholera,149,4,129,35470642
2024-09-27,Uttar Pradesh,Influenza,89,2,81,35470642
2024-09-27,Uttar Pradesh,COVID-19,402,15,364,35470642
2024-09-27,West Bengal,Dengue,384,6,342,135838740
2024-09-27,West Bengal,Malaria,219,5,206,135838740
2024-09-27,West Bengal,Cholera,243,5,201,135838740
2024-09-27,West Bengal,Influenza,72,1,61,135838740
2024-09-27,West Bengal,COVID-19,274,7,257,135838740
2024-09-27,Rajasthan,Dengue,117,2,102,117087759
2024-09-27,Rajasthan,Malaria,232,6,213,117087759
2024-09-27,Rajasthan,Cholera,261,3,217,117087759
2024-09-27,Rajasthan,Influenza,85,1,75,117087759
2024-09-27,Rajasthan,COVID-19,378,13,343,117087759
2024-09-27,Telangana,Dengue,398,8,321,81520860
2024-09-27,Telangana,Malaria,482,13,413,81520860
2024-09-27,Telangana,Cholera,74,1,60,81520860
2024-09-27,Telangana,Influenza,46,0,37,81520860
2024-09-27,Telangana,COVID-19,366,9,330,81520860
2024-10-04,Maharashtra,Dengue,48,0,43,138545810
2024-10-04,Maharashtra,Malaria,86,1,78,138545810
2024-10-04,Maharashtra,Cholera,97,2,80,138545810
2024-10-04,Maharashtra,Influenza,25,1,21,138545810
2024-10-04,Maharashtra,COVID-19,75,1,60,138545810
2024-10-04,Karnataka,Dengue,59,2,49,59460880
2024-10-04,Karnataka,Malaria,82,2,72,59460880
2024-10-04,Karnataka,Cholera,81,3,69,59460880
2024-10-04,Karnataka,Influenza,30,1,28,59460880
2024-10-04,Karnataka,COVID-19,105,2,85,59460880
2024-10-04,Delhi,Dengue,15,0,13,179023677
2024-10-04,Delhi,Malaria,85,2,79,179023677
2024-10-04,Delhi,Cholera,34,0,31,179023677
2024-10-04,Delhi,Influenza,75,1,69,179023677
2024-10-04,Delhi,COVID-19,134,3,118,179023677
2024-10-04,Tamil Nadu,Dengue,30,1,27,67514085
2024-10-04,Tamil Nadu,Malaria,79,2,66,67514085
2024-10-04,Tamil Nadu,Cholera,52,1,46,67514085
2024-10-04,Tamil Nadu,Influenza,37,0,30,67514085
2024-10-04,Tamil Nadu,COVID-19,221,6,186,67514085
2024-10-04,Kerala,Dengue,51,0,42,199488661
2024-10-04,Kerala,Malaria,80,1,72,199488661
2024-10-04,Kerala,Cholera,88,3,73,199488661
2024-10-04,Kerala,Influenza,38,1,35,199488661
2024-10-04,Kerala,COVID-19,130,2,110,199488661
2024-10-04,Gujarat,Dengue,55,1,46,104434430
2024-10-04,Gujarat,Malaria,96,2,84,104434430
2024-10-04,Gujarat,Cholera,26,1,23,104434430
2024-10-04,Gujarat,Influenza,53,1,43,104434430
2024-10-04,Gujarat,COVID-19,166,2,133,104434430
2024-10-04,Uttar Pradesh,Dengue,93,1,83,70814012
2024-10-04,Uttar Pradesh,Malaria,25,1,20,70814012
2024-10-04,Uttar Pradesh,Cholera,83,2,73,70814012
2024-10-04,Uttar Pradesh,Influenza,28,1,22,70814012
2024-10-04,Uttar Pradesh,COVID-19,385,15,334,70814012
2024-10-04,West Bengal,Dengue,81,2,74,175281762
2024-10-04,West Bengal,Malaria,76,1,64,175281762
2024-10-04,West Bengal,Cholera,52,2,47,175281762
2024-10-04,West Bengal,Influenza,37,0,30,175281762
2024-10-04,West Bengal,COVID-19,136,2,123,175281762
2024-10-04,Rajasthan,Dengue,43,1,37,81474035
2024-10-04,Rajasthan,Malaria,88,2,81,81474035
2024-10-04,Rajasthan,Cholera,37,1,31,81474035
2024-10-04,Rajasthan,Influenza,87,3,76,81474035
2024-10-04,Rajasthan,COVID-19,318,7,281,81474035
2024-10-04,Telangana,Dengue,62,2,52,48698151
2024-10-04,Telangana,Malaria,91,3,85,48698151
2024-10-04,Telangana,Cholera,62,3,50,48698151
2024-10-04,Telangana,Influenza,97,1,85,48698151
2024-10-04,Telangana,COVID-19,21,0,18,48698151
2024-10-11,Maharashtra,Dengue,21,0,19,70276459
2024-10-11,Maharashtra,Malaria,21,0,19,70276459
2024-10-11,Maharashtra,Cholera,87,4,78,70276459
2024-10-11,Maharashtra,Influenza,93,2,85,70276459
2024-10-11,Maharashtra,COVID-19,136,4,117,70276459
2024-10-11,Karnataka,Dengue,90,1,73,182110758
2024-10-11,Karnataka,Malaria,35,1,33,182110758
2024-10-11,Karnataka,Cholera,23,0,19,182110758
2024-10-11,Karnataka,Influenza,97,3,81,182110758
2024-10-11,Karnataka,COVID-19,226,2,181,182110758
2024-10-11,Delhi,Dengue,100,1,86,41868942
2024-10-11,Delhi,Malaria,23,0,21,41868942
2024-10-11,Delhi,Cholera,83,2,72,41868942
2024-10-11,Delhi,Influenza,36,1,33,41868942
2024-10-11,Delhi,COVID-19,99,4,80,41868942
2024-10-11,Tamil Nadu,Dengue,69,0,60,182450475
2024-10-11,Tamil Nadu,Malaria,74,2,69,182450475
2024-10-11,Tamil Nadu,Cholera,89,1,83,182450475
2024-10-11,Tamil Nadu,Influenza,38,1,32,182450475
2024-10-11,Tamil Nadu,COVID-19,162,5,143,182450475
2024-10-11,Kerala,Dengue,46,1,40,159057884
2024-10-11,Kerala,Malaria,55,1,50,159057884
2024-10-11,Kerala,Cholera,50,1,44,159057884
2024-10-11,Kerala,Influenza,75,2,68,159057884
2024-10-11,Kerala,COVID-19,32,1,26,159057884
2024-10-11,Gujarat,Dengue,91,4,78,31801780
2024-10-11,Gujarat,Malaria,44,1,41,31801780
2024-10-11,Gujarat,Cholera,47,1,40,31801780
2024-10-11,Gujarat,Influenza,52,1,42,31801780
2024-10-11,Gujarat,COVID-19,91,1,85,31801780
2024-10-11,Uttar Pradesh,Dengue,82,1,66,101727438
2024-10-11,Uttar Pradesh,Malaria,54,1,43,101727438
2024-10-11,Uttar Pradesh,Cholera,80,3,65,101727438
2024-10-11,Uttar Pradesh,Influenza,23,0,19,101727438
2024-10-11,Uttar Pradesh,COVID-19,287,13,248,101727438
2024-10-11,West Bengal,Dengue,85,2,70,49387290
2024-10-11,West Bengal,Malaria,84,3,76,49387290
2024-10-11,West Bengal,Cholera,41,0,33,49387290
2024-10-11,West Bengal,Influenza,34,1,29,49387290
2024-10-11,West Bengal,COVID-19,56,1,47,49387290
2024-10-11,Rajasthan,Dengue,93,3,77,153859380
2024-10-11,Rajasthan,Malaria,77,1,65,153859380
2024-10-11,Rajasthan,Cholera,90,2,78,153859380
2024-10-11,Rajasthan,Influenza,82,3,66,153859380
2024-10-11,Rajasthan,COVID-19,413,10,352,153859380
2024-10-11,Telangana,Dengue,40,1,33,115423860
2024-10-11,Telangana,Malaria,76,1,69,115423860
2024-10-11,Telangana,Cholera,29,0,24,115423860
2024-10-11,Telangana,Influenza,57,2,53,115423860
2024-10-11,Telangana,COVID-19,38,1,35,115423860
2024-10-18,Maharashtra,Dengue,98,1,84,151681948
2024-10-18,Maharashtra,Malaria,12,0,11,151681948
2024-10-18,Maharashtra,Cholera,31,0,24,151681948
2024-10-18,Maharashtra,Influenza,90,4,82,151681948
2024-10-18,Maharashtra,COVID-19,97,1,88,151681948
2024-10-18,Karnataka,Dengue,60,2,53,132589641
2024-10-18,Karnataka,Malaria,38,1,34,132589641
2024-10-18,Karnataka,Cholera,30,0,24,132589641
2024-10-18,Karnataka,Influenza,69,1,57,132589641
2024-10-18,Karnataka,COVID-19,58,1,51,132589641
2024-10-18,Delhi,Dengue,65,1,53,146269902
2024-10-18,Delhi,Malaria,94,3,76,146269902
2024-10-18,Delhi,Cholera,89,2,71,146269902
2024-10-18,Delhi,Influenza,16,0,14,146269902
2024-10-18,Delhi,COVID-19,55,0,47,146269902
2024-10-18,Tamil Nadu,Dengue,37,0,32,118492893
2024-10-18,Tamil Nadu,Malaria,49,1,41,118492893
2024-10-18,Tamil Nadu,Cholera,58,1,48,118492893
2024-10-18,Tamil Nadu,Influenza,26,1,24,118492893
2024-10-18,Tamil Nadu,COVID-19,169,2,154,118492893
2024-10-18,Kerala,Dengue,20,0,16,128608054
2024-10-18,Kerala,Malaria,65,1,54,128608054
2024-10-18,Kerala,Cholera,15,0,13,128608054
2024-10-18,Kerala,Influenza,22,1,17,128608054
2024-10-18,Kerala,COVID-19,149,6,123,128608054
2024-10-18,Gujarat,Dengue,33,1,30,50600628
2024-10-18,Gujarat,Malaria,45,0,38,50600628
2024-10-18,Gujarat,Cholera,88,4,78,50600628
2024-10-18,Gujarat,Influenza,69,1,64,50600628
2024-10-18,Gujarat,COVID-19,59,2,55,50600628
2024-10-18,Uttar Pradesh,Dengue,48,1,39,195521091
2024-10-18,Uttar Pradesh,Malaria,24,0,20,195521091
2024-10-18,Uttar Pradesh,Cholera,15,0,12,195521091
2024-10-18,Uttar Pradesh,Influenza,78,2,64,195521091
2024-10-18,Uttar Pradesh,COVID-19,478,8,414,195521091
2024-10-18,West Bengal,Dengue,13,0,11,114353582
2024-10-18,West Bengal,Malaria,70,2,59,114353582
2024-10-18,West Bengal,Cholera,54,1,48,114353582
2024-10-18,West Bengal,Influenza,87,4,75,114353582
2024-10-18,West Bengal,COVID-19,143,4,132,114353582
2024-10-18,Rajasthan,Dengue,17,0,14,78113566
2024-10-18,Rajasthan,Malaria,62,3,52,78113566
2024-10-18,Rajasthan,Cholera,78,1,62,78113566
2024-10-18,Rajasthan,Influenza,68,2,57,78113566
2024-10-18,Rajasthan,COVID-19,120,5,97,78113566
2024-10-18,Telangana,Dengue,86,2,74,46614411
2024-10-18,Telangana,Malaria,39,1,31,46614411
2024-10-18,Telangana,Cholera,35,0,31,46614411
2024-10-18,Telangana,Influenza,31,1,27,46614411
2024-10-18,Telangana,COVID-19,282,3,227,46614411
2024-10-25,Maharashtra,Dengue,21,0,18,69352203
2024-10-25,Maharashtra,Malaria,32,1,28,69352203
2024-10-25,Maharashtra,Cholera,30,0,26,69352203
2024-10-25,Maharashtra,Influenza,59,1,52,69352203
2024-10-25,Maharashtra,COVID-19,81,1,69,69352203
2024-10-25,Karnataka,Dengue,14,0,12,149065710
2024-10-25,Karnataka,Malaria,65,2,54,149065710
2024-10-25,Karnataka,Cholera,29,0,25,149065710
2024-10-25,Karnataka,Influenza,42,0,33,149065710
2024-10-25,Karnataka,COVID-19,289,7,231,149065710
2024-10-25,Delhi,Dengue,58,0,48,69907458
2024-10-25,Delhi,Malaria,19,0,16,69907458
2024-10-25,Delhi,Cholera,32,0,30,69907458
2024-10-25,Delhi,Influenza,95,3,81,69907458
2024-10-25,Delhi,COVID-19,141,5,122,69907458
2024-10-25,Tamil Nadu,Dengue,69,1,57,165123573
2024-10-25,Tamil Nadu,Malaria,61,1,49,165123573
2024-10-25,Tamil Nadu,Cholera,55,1,50,165123573
2024-10-25,Tamil Nadu,Influenza,17,0,13,165123573
2024-10-25,Tamil Nadu,COVID-19,88,2,82,165123573
2024-10-25,Kerala,Dengue,10,0,8,195696478
2024-10-25,Kerala,Malaria,65,3,55,195696478
2024-10-25,Kerala,Cholera,25,0,20,195696478
2024-10-25,Kerala,Influenza,92,1,75,195696478
2024-10-25,Kerala,COVID-19,487,6,434,195696478
2024-10-25,Gujarat,Dengue,39,0,32,116871030
2024-10-25,Gujarat,Malaria,32,1,27,116871030
2024-10-25,Gujarat,Cholera,94,3,84,116871030
2024-10-25,Gujarat,Influenza,65,1,53,116871030
2024-10-25,Gujarat,COVID-19,447,18,398,116871030
2024-10-25,Uttar Pradesh,Dengue,47,2,39,76792386
2024-10-25,Uttar Pradesh,Malaria,71,1,64,76792386
2024-10-25,Uttar Pradesh,Cholera,48,1,42,76792386
2024-10-25,Uttar Pradesh,Influenza,96,3,86,76792386
2024-10-25,Uttar Pradesh,COVID-19,186,5,174,76792386
2024-10-25,West Bengal,Dengue,81,1,69,79974791
2024-10-25,West Bengal,Malaria,82,2,74,79974791
2024-10-25,West Bengal,Cholera,10,0,8,79974791
2024-10-25,West Bengal,Influenza,73,2,62,79974791
2024-10-25,West Bengal,COVID-19,67,2,56,79974791
2024-10-25,Rajasthan,Dengue,13,0,12,70562948
2024-10-25,Rajasthan,Malaria,21,0,17,70562948
2024-10-25,Rajasthan,Cholera,81,4,72,70562948
2024-10-25,Rajasthan,Influenza,72,1,59,70562948
2024-10-25,Rajasthan,COVID-19,42,1,36,70562948
2024-10-25,Telangana,Dengue,77,1,64,106353691
2024-10-25,Telangana,Malaria,26,0,22,106353691
2024-10-25,Telangana,Cholera,54,1,49,106353691
2024-10-25,Telangana,Influenza,10,0,9,106353691
2024-10-25,Telangana,COVID-19,115,2,98,106353691
2024-11-01,Maharashtra,Dengue,22,0,18,111295965
2024-11-01,Maharashtra,Malaria,35,0,31,111295965
2024-11-01,Maharashtra,Cholera,94,3,83,111295965
2024-11-01,Maharashtra,Influenza,311,11,272,111295965
2024-11-01,Maharashtra,COVID-19,138,3,120,111295965
2024-11-01,Karnataka,Dengue,47,0,41,46747165
2024-11-01,Karnataka,Malaria,63,1,50,46747165
2024-11-01,Karnataka,Cholera,53,0,48,46747165
2024-11-01,Karnataka,Influenza,162,5,133,46747165
2024-11-01,Karnataka,COVID-19,85,1,69,46747165
2024-11-01,Delhi,Dengue,63,3,59,121818152
2024-11-01,Delhi,Malaria,73,3,66,121818152
2024-11-01,Delhi,Cholera,38,1,34,121818152
2024-11-01,Delhi,Influenza,127,2,117,121818152
2024-11-01,Delhi,COVID-19,109,3,95,121818152
2024-11-01,Tamil Nadu,Dengue,31,0,29,110758702
2024-11-01,Tamil Nadu,Malaria,75,3,62,110758702
2024-11-01,Tamil Nadu,Cholera,16,0,12,110758702
2024-11-01,Tamil Nadu,Influenza,108,3,93,110758702
2024-11-01,Tamil Nadu,COVID-19,37,1,31,110758702
2024-11-01,Kerala,Dengue,82,0,72,181320281
2024-11-01,Kerala,Malaria,62,1,58,181320281
2024-11-01,Kerala,Cholera,100,1,90,181320281
2024-11-01,Kerala,Influenza,197,5,174,181320281
2024-11-01,Kerala,COVID-19,173,7,151,181320281
2024-11-01,Gujarat,Dengue,76,2,71,119355473
2024-11-01,Gujarat,Malaria,51,2,46,119355473
2024-11-01,Gujarat,Cholera,52,1,47,119355473
2024-11-01,Gujarat,Influenza,109,1,89,119355473
2024-11-01,Gujarat,COVID-19,97,1,83,119355473
2024-11-01,Uttar Pradesh,Dengue,88,3,78,180798203
2024-11-01,Uttar Pradesh,Malaria,97,2,79,180798203
2024-11-01,Uttar Pradesh,Cholera,15,0,12,180798203
2024-11-01,Uttar Pradesh,Influenza,219,8,206,180798203
2024-11-01,Uttar Pradesh,COVID-19,46,1,39,180798203
2024-11-01,West Bengal,Dengue,19,0,15,45820175
2024-11-01,West Bengal,Malaria,25,0,20,45820175
2024-11-01,West Bengal,Cholera,18,0,16,45820175
2024-11-01,West Bengal,Influenza,42,1,36,45820175
2024-11-01,West Bengal,COVID-19,340,9,309,45820175
2024-11-01,Rajasthan,Dengue,89,2,75,63345871
2024-11-01,Rajasthan,Malaria,11,0,9,63345871
2024-11-01,Rajasthan,Cholera,69,1,55,63345871
2024-11-01,Rajasthan,Influenza,196,2,167,63345871
2024-11-01,Rajasthan,COVID-19,200,9,164,63345871
2024-11-01,Telangana,Dengue,58,0,54,135992534
2024-11-01,Telangana,Malaria,42,1,38,135992534
2024-11-01,Telangana,Cholera,59,2,55,135992534
2024-11-01,Telangana,Influenza,160,4,149,135992534
2024-11-01,Telangana,COVID-19,37,1,31,135992534
2024-11-08,Maharashtra,Dengue,21,0,17,136255473
2024-11-08,Maharashtra,Malaria,51,2,46,136255473
2024-11-08,Maharashtra,Cholera,10,0,8,136255473
2024-11-08,Maharashtra,Influenza,37,0,33,136255473
2024-11-08,Maharashtra,COVID-19,219,5,179,136255473
2024-11-08,Karnataka,Dengue,25,0,21,185300176
2024-11-08,Karnataka,Malaria,61,2,49,185300176
2024-11-08,Karnataka,Cholera,88,4,81,185300176
2024-11-08,Karnataka,Influenza,203,9,187,185300176
2024-11-08,Karnataka,COVID-19,332,12,310,185300176
2024-11-08,Delhi,Dengue,71,2,64,135853490
2024-11-08,Delhi,Malaria,89,1,83,135853490
2024-11-08,Delhi,Cholera,58,0,50,135853490
2024-11-08,Delhi,Influenza,66,2,60,135853490
2024-11-08,Delhi,COVID-19,148,2,124,135853490
2024-11-08,Tamil Nadu,Dengue,77,2,68,34735313
2024-11-08,Tamil Nadu,Malaria,99,4,92,34735313
2024-11-08,Tamil Nadu,Cholera,67,1,56,34735313
2024-11-08,Tamil Nadu,Influenza,47,1,39,34735313
2024-11-08,Tamil Nadu,COVID-19,58,2,52,34735313
2024-11-08,Kerala,Dengue,92,4,86,187071853
2024-11-08,Kerala,Malaria,45,1,36,187071853
2024-11-08,Kerala,Cholera,83,1,75,187071853
2024-11-08,Kerala,Influenza,417,19,353,187071853
2024-11-08,Kerala,COVID-19,48,1,41,187071853
2024-11-08,Gujarat,Dengue,13,0,11,93583402
2024-11-08,Gujarat,Malaria,72,3,65,93583402
2024-11-08,Gujarat,Cholera,89,1,82,93583402
2024-11-08,Gujarat,Influenza,175,7,155,93583402
2024-11-08,Gujarat,COVID-19,202,8,163,93583402
2024-11-08,Uttar Pradesh,Dengue,27,0,24,149780248
2024-11-08,Uttar Pradesh,Malaria,61,2,57,149780248
2024-11-08,Uttar Pradesh,Cholera,87,3,73,149780248
2024-11-08,Uttar Pradesh,Influenza,109,4,98,149780248
2024-11-08,Uttar Pradesh,COVID-19,371,18,346,149780248
2024-11-08,West Bengal,Dengue,56,1,50,109345262
2024-11-08,West Bengal,Malaria,55,0,44,109345262
2024-11-08,West Bengal,Cholera,23,0,18,109345262
2024-11-08,West Bengal,Influenza,84,2,68,109345262
2024-11-08,West Bengal,COVID-19,29,1,27,109345262
2024-11-08,Rajasthan,Dengue,27,1,23,112201477
2024-11-08,Rajasthan,Malaria,90,3,80,112201477
2024-11-08,Rajasthan,Cholera,43,0,39,112201477
2024-11-08,Rajasthan,Influenza,155,6,131,112201477
2024-11-08,Rajasthan,COVID-19,33,1,26,112201477
2024-11-08,Telangana,Dengue,94,2,88,114742352
2024-11-08,Telangana,Malaria,75,3,71,114742352
2024-11-08,Telangana,Cholera,80,1,73,114742352
2024-11-08,Telangana,Influenza,89,2,79,114742352
2024-11-08,Telangana,COVID-19,180,8,145,114742352
2024-11-15,Maharashtra,Dengue,13,0,10,106482906
2024-11-15,Maharashtra,Malaria,15,0,13,106482906
2024-11-15,Maharashtra,Cholera,83,3,74,106482906
2024-11-15,Maharashtra,Influenza,254,7,236,106482906
2024-11-15,Maharashtra,COVID-19,44,1,37,106482906
2024-11-15,Karnataka,Dengue,92,4,82,84082361
2024-11-15,Karnataka,Malaria,88,3,77,84082361
2024-11-15,Karnataka,Cholera,88,1,77,84082361
2024-11-15,Karnataka,Influenza,345,4,308,84082361
2024-11-15,Karnataka,COVID-19,189,3,154,84082361
2024-11-15,Delhi,Dengue,100,2,80,132476753
2024-11-15,Delhi,Malaria,70,1,63,132476753
2024-11-15,Delhi,Cholera,90,3,79,132476753
2024-11-15,Delhi,Influenza,396,7,327,132476753
2024-11-15,Delhi,COVID-19,189,5,173,132476753
2024-11-15,Tamil Nadu,Dengue,85,2,79,50380231
2024-11-15,Tamil Nadu,Malaria,42,1,36,50380231
2024-11-15,Tamil Nadu,Cholera,45,0,38,50380231
2024-11-15,Tamil Nadu,Influenza,64,0,60,50380231
2024-11-15,Tamil Nadu,COVID-19,357,8,303,50380231
2024-11-15,Kerala,Dengue,23,0,18,94182928
2024-11-15,Kerala,Malaria,10,0,8,94182928
2024-11-15,Kerala,Cholera,70,2,61,94182928
2024-11-15,Kerala,Influenza,195,4,156,94182928
2024-11-15,Kerala,COVID-19,48,1,38,94182928
2024-11-15,Gujarat,Dengue,50,1,47,98805964
2024-11-15,Gujarat,Malaria,84,1,79,98805964
2024-11-15,Gujarat,Cholera,29,1,25,98805964
2024-11-15,Gujarat,Influenza,159,7,139,98805964
2024-11-15,Gujarat,COVID-19,404,8,347,98805964
2024-11-15,Uttar Pradesh,Dengue,44,0,37,159395611
2024-11-15,Uttar Pradesh,Malaria,94,4,79,159395611
2024-11-15,Uttar Pradesh,Cholera,95,3,83,159395611
2024-11-15,Uttar Pradesh,Influenza,101,4,86,159395611
2024-11-15,Uttar Pradesh,COVID-19,138,6,124,159395611
2024-11-15,West Bengal,Dengue,61,3,54,126997790
2024-11-15,West Bengal,Malaria,24,0,22,126997790
2024-11-15,West Bengal,Cholera,40,1,32,126997790
2024-11-15,West Bengal,Influenza,323,11,295,126997790
